id_arbol,direccion,tipo_vereda,lado_vereda,especie,tipo_tendido,distancia_entre_ar,distancia_al_muro,activo,lng,lat
8,San Juan 1278,Chica,Par,Crespón,Ninguno,5.0,1.0,True,-58.8370984073059,-27.471855988173
16,San juan 1268,Chica,Impar,Crespón,Ninguno,5.0,1.0,True,-58.837121250061,-27.4716634611739
17,Bolivar 1074,Mediana,Par,Paraíso,Media Tensión (Con Protección),5.0,2.0,True,-58.837566779011,-27.4708885098159
18,Bolívar 1110,Grande,Par,Crespón,Preensamblado,3.0,1.0,True,-58.8369429837179,-27.470921673199
19,Bolivar 1134,Grande,Par,Crespón,Preensamblado,5.0,2.0,True,-58.8366704269759,-27.4709510070949
20,Roca s/n,Grande,Par,Moringa,Ninguno,4.0,0.0,True,-58.822073884707,-27.467295483101
21,Calle Roca S/N,Grande,Par,Palo Borracho,Preensamblado,4.0,0.0,True,-58.8219546705109,-27.467277300477
22,Roca sn,Grande,Par,Jacarandá,Preensamblado,5.0,0.0,True,-58.8220262548399,-27.4672459999659
23,Roca 750,Grande,Par,Ibirá Pitá,Media Tensión (Con Protección),3.0,2.0,True,-58.822296771094,-27.4674153165349
24,Roca sn,Grande,Par,Jacarandá,Preensamblado,5.0,0.0,True,-58.8219896247319,-27.467220046228
25,Roca S/N,Mediana,Par,Jacarandá,Preensamblado,3.0,4.0,True,-58.8222011497149,-27.4673840190089
26,Gobernador velazco 2051,Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),7.0,2.0,True,-58.8331676868239,-27.4817156830029
27,Jujuy 749,Mediana,Impar,Paraíso,Alta tensión (Con Protección),2.0,1.0,True,-58.8276439184259,-27.466503766439
28,Carlos pellegrini 681,Chica,Impar,Pata de Buey,Preensamblado,8.0,1.0,True,-58.841770291328,-27.4648133363329
29,La valle 2183,Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),3.0,1.0,True,-58.82417251444,-27.478163208876
30,General paz 2425,Mediana,Impar,Paraíso,Alta tensión (Sin Protección),4.0,1.0,True,-58.8212349395719,-27.4798828912169
31,Pedri de siervi mz.34 lote 5,Grande,Impar,Paraíso,Alta tensión (Con Protección),3.0,5.0,True,-58.809446249921,-27.5274580984599
36,Maria teresa villone 5521,Grande,Impar,Paraíso,Alta tensión (Con Protección),5.0,4.0,True,-58.810867868316,-27.5266534401119
38,Maria teresa villon 5521,Grande,Impar,Ñangapirí,Alta tensión (Con Protección),2.0,5.0,True,-58.810859608232,-27.526563768315
39,Emilio noya 332,Mediana,Par,Paraíso,Media Tensión (Con Protección),5.0,2.0,True,-58.812717813795,-27.52633847757
40,Emilio noya 305 esq. Esquivel,Mediana,Par,Thevetia,Alta tensión (Con Protección),5.0,3.0,True,-58.81276493181,-27.527123367108
42,Montenegro y argentina roja 3490,Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),5.0,2.0,True,-58.815919160843,-27.5228012007649
43,Argentina roja 3333,Chica,Impar,Thevetia,Media Tensión (Con Protección),5.0,2.0,True,-58.815691586162,-27.523060532664
46,Emilio noya285,Mediana,Par,Paraíso,Media Tensión (Con Protección),3.0,3.0,True,-58.8123569611679,-27.5256319085779
49,Dimota 3661,Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),9.0,3.0,True,-58.811905127788,-27.5249896284679
50,Damota 3639,Mediana,Impar,Thevetia,Media Tensión (Con Protección),9.0,3.0,True,-58.812529188245,-27.524842041879
51,Plaza libertad,Grande,Par,Ibirá Pitá,Ninguno,3.0,0.0,True,-58.822606760112,-27.4705016460529
54,Coronel artaza y laureles,Mediana,Par,Paraíso,Media Tensión (Con Protección),3.0,2.0,True,-58.784621479716,-27.4936830329709
56,Adolfo cipriano 130,Mediana,Par,Pata de Buey,Alta tensión (Con Protección),4.0,3.0,True,-58.814123739156,-27.522548197498
57,Adolfo cipriano 2832,Mediana,Par,Pata de Buey,Alta tensión (Con Protección),4.0,3.0,True,-58.814044276757,-27.522722239469
58,Abelardo dimotta,Parterre Central,Par,Jacarandá,Ninguno,5.0,20.0,True,-58.811327860718,-27.522507174576
33,Pedro de servi,Grande,Impar,Thevetia,Alta tensión (Con Protección),2.0,4.0,True,-58.8094534127249,-27.527584294688
35,Pedro deservi,Chica,Par,Thevetia,Alta tensión (Con Protección),2.0,2.0,True,-58.8092353291739,-27.525129855947
34,Pedro deservi,Grande,Impar,Pata de Buey,Alta tensión (Con Protección),6.0,4.0,True,-58.8093106291239,-27.5269395830889
44,Maria villon 5432,Mediana,Par,Pata de Buey,Media Tensión (Con Protección),2.0,2.0,True,-58.8108424910199,-27.5248445447149
41,Argentina rojas 3353,Mediana,Impar,Paraíso,Media Tensión (Con Protección),2.0,2.0,True,-58.816371863935,-27.5227886723569
45,Argentino roja,Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),5.0,3.0,True,-58.8083041374339,-27.5234867506659
48,Dimota 3638,Mediana,Par,Paraíso,Media Tensión (Con Protección),3.0,3.0,True,-58.811155317439,-27.5254261261069
47,Dimota 3638,Mediana,Par,Paraíso,Media Tensión (Con Protección),3.0,2.0,True,-58.8123569611679,-27.5256319085779
52,Av. Independencia 5346,Mediana,Par,Paraíso,Alta tensión (Con Protección),3.0,2.0,True,-58.786264657974,-27.484250715449
53,Franklin Ruveda y Perito Moreno,Chica,Impar,Paraíso,Media Tensión (Con Protección),5.0,2.0,True,-58.786545053612,-27.490647827014
55,Heraclio perez 6660,Mediana,Par,Paraíso,Media Tensión (Con Protección),3.0,3.0,True,-58.810444509575,-27.5272868309189
59,Abelardo Dimotta,Grande,Par,Ibirá Pitá,Ninguno,5.0,20.0,True,-58.811273426507,-27.5223283939449
60,Dimotta,Parterre Central,Par,Jacarandá,Ninguno,5.0,20.0,True,-58.811427876948,-27.522687293808
61,Dimotta,Parterre Central,Par,Ibirá Pitá,Ninguno,5.0,20.0,True,-58.811441972502,-27.522483520411
65,"Catamarca, entre belgrano y bolívar",Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),4.0,2.0,True,-58.833584107561,-27.471950975098
67,Ciudad de arequipa 2900,Parterre Central,Impar,Ibirá Pitá,Preensamblado,4.0,0.0,True,-58.832346650239,-27.490406044541
68,Calle cordoba,Mediana,Par,Pata de Buey,Media Tensión (Con Protección),4.0,3.0,True,-58.834748477892,-27.4718915248889
69,Congreso 1470,Chica,Impar,Ibirá Pitá,Alta tensión (Con Protección),4.0,0.0,True,-58.835072476503,-27.4926577808189
70,Congreso 1470,Chica,Impar,Ibirá Pitá,Alta tensión (Con Protección),4.0,0.0,True,-58.8349089918329,-27.492663253665
71,Congreso 1470,Chica,Impar,Ibirá Pitá,Alta tensión (Con Protección),4.0,0.0,True,-58.834838106573,-27.4927122977739
72,Congreso,Chica,Impar,Thevetia,Media Tensión (Con Protección),5.0,0.0,True,-58.834963238279,-27.492330437959
73,Congreso,Chica,Impar,Thevetia,Ninguno,5.0,0.0,True,-58.8349260016769,-27.492232749951
74,Congreso,Chica,Impar,Thevetia,Media Tensión (Sin Protección),4.0,0.0,True,-58.83523145831,-27.49262644857
75,Ricardo gutierrez,Chica,Par,Ibirá Pitá,Media Tensión (Con Protección),4.0,0.0,True,-58.8348002040569,-27.491972207909
76,Belgrano al 1175,Mediana,Impar,Thevetia,Subterraneo,5.0,2.0,True,-58.8362996828269,-27.472037436156
77,Ricardo gutierrez,Chica,Par,Ibirá Pitá,Media Tensión (Con Protección),4.0,0.0,True,-58.8347346352029,-27.491997296569
78,Ricardo gutierrez,Chica,Par,Ibirá Pitá,Media Tensión (Con Protección),4.0,0.0,True,-58.834622244219,-27.492003526056
79,Mendoza 1420,Chica,Par,Thevetia,Media Tensión (Con Protección),4.0,2.0,True,-58.8359794509829,-27.473570698902
80,Jujuy y mariano moreno,Mediana,Par,Thevetia,Media Tensión (Con Protección),5.0,3.0,True,-58.8283184082269,-27.474238309461
81,Av patagonia,Parterre Central,Par,Thevetia,Media Tensión (Con Protección),4.0,0.0,True,-58.83035511709,-27.491251289027
82,Av patagonia,Parterre Central,Par,Thevetia,Media Tensión (Con Protección),4.0,0.0,True,-58.8304923730849,-27.49111376588
83,Av patagonia,Parterre Central,Par,Thevetia,Media Tensión (Con Protección),4.0,0.0,True,-58.830642851331,-27.490990046941
84,Av patagonia,Parterre Central,Par,Thevetia,Media Tensión (Con Protección),4.0,0.0,True,-58.830755515206,-27.490902755316
85,Av patagonia,Parterre Central,Par,Thevetia,Media Tensión (Con Protección),4.0,0.0,True,-58.8305672416369,-27.491026351734
86,Av patagonia,Parterre Central,Par,Thevetia,Media Tensión (Con Protección),4.0,0.0,True,-58.8306930075879,-27.490936401917
87,Av patagonia,Parterre Central,Par,Thevetia,Media Tensión (Con Protección),4.0,0.0,True,-58.830433374819,-27.4911374776169
90,Calle 212,Mediana,Impar,Thevetia,Alta tensión (Con Protección),7.0,3.0,True,-58.8269545615289,-27.5053017366299
93,Av. Teniente ibañes 1700,Chica,Par,Pata de Buey,Alta tensión (Con Protección),4.0,3.0,True,-58.831544699452,-27.4848421200259
94,Av. Sarmiento 2287,Chica,Impar,Thevetia,Media Tensión (Con Protección),4.0,3.0,True,-58.830806045202,-27.4843512599419
97,Av. Teniente ibañes 1694,Mediana,Par,Paraíso,Media Tensión (Sin Protección),10.0,3.0,True,-58.8317510489019,-27.4851683970189
98,Cundom 1653,Mediana,Impar,Paraíso,Media Tensión (Con Protección),3.0,3.0,True,-58.831656271423,-27.485535054307
99,Av. Sarmiento,Parterre Central,Impar,Pata de Buey,Subterraneo,4.0,20.0,True,-58.830793584285,-27.4870176651039
100,Av. Sarmiento 2783,Parterre Central,Impar,Paraíso,Subterraneo,5.0,20.0,True,-58.8308611313039,-27.489624030059
101,Av. Sarmiento 2700,Parterre Central,Par,Thevetia,Subterraneo,5.0,20.0,True,-58.830781998611,-27.489973699905
102,Perugorria 1151,Chica,Impar,Thevetia,Media Tensión (Con Protección),3.0,2.0,True,-58.838264580473,-27.4840279488919
103,Guastavino 2257,Chica,Impar,Thevetia,Preensamblado,3.0,2.0,True,-58.8440679798089,-27.4829156372919
62,Av. Cuba 5401,Grande,Par,Palo Borracho,Subterraneo,8.0,2.0,True,-58.787743831942,-27.504910545192
64,Plaza del pirayui,Grande,Par,Jacarandá,Subterraneo,6.0,0.0,True,-58.7879555760589,-27.504143207291
66,Bolivar 1334,Mediana,Par,Pata de Buey,Subterraneo,4.0,3.0,True,-58.8339885067059,-27.471224140953
88,San lorenzo 1524,Mediana,Par,Pata de Buey,Media Tensión (Con Protección),4.0,3.0,True,-58.8327275026919,-27.475128673511
89,Calle 212,Mediana,Impar,Pata de Buey,Alta tensión (Con Protección),4.0,3.0,True,-58.826800131419,-27.5053341185059
91,Av. Sarmiento 2288,Chica,Par,Paraíso,Media Tensión (Con Protección),4.0,3.0,True,-58.831258992371,-27.4844735535929
95,Av. Sarmiento 2425,Grande,Impar,Pata de Buey,Alta tensión (Con Protección),18.0,2.0,True,-58.830872206178,-27.485166725818
92,Av. Sarmiento 2426,Parterre Central,Impar,Jacarandá,Media Tensión (Con Protección),4.0,12.0,True,-58.8311045413529,-27.4851818270789
96,Av. Teniente ibañes 1730,Mediana,Par,Thevetia,Media Tensión (Con Protección),18.0,3.0,True,-58.830151732913,-27.4847673178609
104,Punta ñaro esq. Bella vista,Chica,Par,Paraíso,Ninguno,20.0,3.0,True,-58.7818372211459,-27.442918521678
105,Guastavino 2257,Chica,Par,Pata de Buey,Preensamblado,4.0,2.0,True,-58.844098624547,-27.4826114525439
106,Bella vista esq. Punta ñaro,Chica,Par,Paraíso,Media Tensión (Con Protección),10.0,2.0,True,-58.781965784553,-27.44297414708
107,Guastavino 2257,Chica,Par,Pata de Buey,Preensamblado,4.0,2.0,True,-58.8441251339859,-27.482705888575
109,Pje 1 de mayo,Chica,Par,Pata de Buey,Preensamblado,4.0,2.0,True,-58.837314048368,-27.4887423484379
110,Pje 1 de mayo 2630,Chica,Par,Paraíso,Preensamblado,4.0,2.0,True,-58.8372298288219,-27.4883506269179
111,Pje 1 de mayo 2630,Chica,Par,Paraíso,Preensamblado,4.0,2.0,True,-58.8372016745379,-27.488227910399
113,Chubut 1860,Chica,Par,Thevetia,Preensamblado,6.0,2.0,True,-58.829322229258,-27.489669922124
114,Chubut 1968,Chica,Par,Thevetia,Preensamblado,4.0,2.0,True,-58.8281009847379,-27.4898317226769
115,Chubut 1968,Chica,Par,Thevetia,Preensamblado,4.0,2.0,True,-58.827954324525,-27.4898242291389
116,Av Jose R vidal 2909,Mediana,Impar,Paraíso,Media Tensión (Con Protección),4.0,3.0,True,-58.840522274717,-27.490257148613
117,Av Jose R vidal 2919,Chica,Impar,Paraíso,Media Tensión (Con Protección),4.0,3.0,True,-58.840539635674,-27.490311927522
118,Av Jose R vidal 2934,Chica,Par,Pata de Buey,Preensamblado,0.0,4.0,True,-58.840624261861,-27.490244377298
119,Hernan cortes y Jr vidal,Chica,Par,Thevetia,Preensamblado,4.0,2.0,True,-58.840819824297,-27.4899315381539
123,Adolfo mors 160,Grande,Par,Thevetia,Alta tensión (Con Protección),2.0,5.0,True,-58.777696214172,-27.448818208068
124,Adolfo mors,Grande,Par,Thevetia,Alta tensión (Con Protección),7.0,4.0,True,-58.777891350903,-27.448937810953
125,Av. Pedro montenegro 160,Parterre Central,Par,Pata de Buey,Ninguno,3.0,15.0,True,-58.803046615311,-27.525535742875
126,Montenegro 150,Parterre Central,Par,Pata de Buey,Ninguno,3.0,16.0,True,-58.80276093273,-27.5246700336589
130,Morales esquina N. Ciguersa,Mediana,Par,Pata de Buey,Ninguno,4.0,3.0,True,-58.781440047796,-27.447278638668
131,Los gladiolos 434,Mediana,Par,Pata de Buey,Preensamblado,4.0,2.0,True,-58.780277530163,-27.45706230092
132,250 viv. Mz. E cs. 2,Chica,Par,Pata de Buey,Alta tensión (Con Protección),2.0,3.0,True,-58.76993927573,-27.4566232002839
133,Los coco 102,Chica,Par,Pata de Buey,Media Tensión (Con Protección),4.0,3.0,True,-58.7880774778379,-27.4622362137169
138,70 viv. Mz 211 c 22,Grande,Par,Pata de Buey,Media Tensión (Con Protección),10.0,4.0,True,-58.796237144648,-27.4954930488179
141,Av. Riera y Av. Argentinos rojas al 300,Parterre Central,Par,Ingá,Alta tensión (Con Protección),5.0,20.0,True,-58.808051989202,-27.525522546314
142,Av. Riera y av. Argentina rojas,Parterre Central,Par,Ibirá Pitá,Alta tensión (Con Protección),5.0,20.0,True,-58.80750119955,-27.522804701083
143,Inglaterra y cartagena,Chica,Par,Pata de Buey,Preensamblado,10.0,3.0,True,-58.803739391037,-27.4947555046069
144,Valencia 05,Grande,Impar,Pata de Buey,Ninguno,6.0,3.0,True,-58.7885652271739,-27.4605576885259
147,P.N. soto 1870,Mediana,Par,Pata de Buey,Media Tensión (Con Protección),30.0,3.0,True,-58.827269286513,-27.479945802195
112,Caá cati,Grande,Par,Jacarandá,Media Tensión (Con Protección),5.0,0.0,True,-58.7850219847199,-27.4444199913649
120,Malvones 5650,Grande,Par,Pata de Buey,Media Tensión (Con Protección),3.0,3.0,True,-58.780579102355,-27.454208335372
121,90 viv. Csa 38,Chica,Par,Pata de Buey,Preensamblado,3.0,2.0,True,-58.7846260684479,-27.4485577971349
127,Montenego 100,Parterre Central,Impar,Pata de Buey,Ninguno,3.0,16.0,True,-58.80254466152,-27.5234237797239
122,Las violestas 700,Grande,Par,Pata de Buey,Alta tensión (Con Protección),3.0,4.0,True,-58.7796378959549,-27.449328264201
128,Yufre 3297,Chica,Impar,Pata de Buey,Media Tensión (Con Protección),2.0,3.0,True,-58.8095186923349,-27.5064032647079
129,Rio dulce 5750,Mediana,Par,Pata de Buey,Media Tensión (Con Protección),4.0,4.0,True,-58.7824225108699,-27.4449550300879
134,J.R. Fernandez,Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),2.0,5.0,True,-58.787830723467,-27.4638544567019
135,Av. Paisandu,Parterre Central,Par,Thevetia,Alta tensión (Con Protección),3.0,18.0,True,-58.8257368448229,-27.500746647086
136,Av. Paisandu,Parterre Central,Impar,Thevetia,Ninguno,4.0,18.0,True,-58.8262874138739,-27.508260528606
137,Av ibera 2074,Grande,Par,Paraíso,Alta tensión (Con Protección),3.0,5.0,True,-58.832392164976,-27.498957269192
139,Av. Montenegro,Parterre Central,Impar,Pata de Buey,Subterraneo,5.0,20.0,True,-58.7964198196309,-27.495329214106
140,Av blas m riera al 200,Grande,Par,Jacarandá,Alta tensión (Con Protección),4.0,0.0,True,-58.8080961176289,-27.5262227942739
145,Las margaritas 1450,Mediana,Par,Pata de Buey,Media Tensión (Con Protección),3.0,4.0,True,-58.783252236794,-27.446030889536
146,Pasaje ( entre los crisaltemos y las camelia ),Mediana,Par,Pata de Buey,Preensamblado,3.0,3.0,True,-58.774854226597,-27.4575953226129
150,Pago largo 2172,Mediana,Par,Pata de Buey,Ninguno,3.0,2.0,True,-58.85051567261,-27.4805999495789
154,B° quintana. Calle 506 y pasaje 531,Grande,Par,Paraíso,Preensamblado,7.0,3.0,True,-58.7945463075039,-27.523560964493
157,Julio verne y roberto leyes,Grande,Impar,Pata de Buey,Media Tensión (Con Protección),6.0,4.0,True,-58.779040828744,-27.509089844902
159,Rioja 1177,Mediana,Impar,Paraíso,Media Tensión (Con Protección),10.0,3.0,True,-58.838077116191,-27.470145402774
160,Fragata 1993,Chica,Impar,Paraíso,Preensamblado,20.0,3.0,True,-58.821812214565,-27.4825140083299
161,Guemes 1864,Mediana,Par,Paraíso,Media Tensión (Con Protección),3.0,4.0,True,-58.8083433077449,-27.4836530002069
162,"Serctor M, casa 136, 216 viv",Chica,Par,Pata de Buey,Preensamblado,8.0,3.0,True,-58.833377388513,-27.4979664915899
163,Av. Cuarto centenario 3683,Mediana,Impar,Pata de Buey,Preensamblado,15.0,5.0,True,-58.838005498484,-27.497686928501
164,Taragui 1154,Mediana,Par,Pata de Buey,Media Tensión (Con Protección),6.0,3.0,True,-58.8394024069529,-27.4955272524459
165,Sebastian gaboto 3179,Chica,Impar,Chivato,Media Tensión (Con Protección),5.0,3.0,True,-58.8426245481569,-27.492219498107
168,Catamarca 512,Chica,Par,Pata de Buey,Ninguno,3.0,3.0,True,-58.832757436906,-27.464122411331
169,25 de mayo 1415,Mediana,Impar,Pata de Buey,Ninguno,3.0,4.0,True,-58.8318589296019,-27.464836906914
170,Enrique jasid y ramon contrera,Mediana,Par,Pata de Buey,Ninguno,4.0,3.0,True,-58.7742335205539,-27.482122637479
171,AV. SARMIENTO Y AV. PATAGONIA,Parterre Central,Par,Pata de Buey,Subterraneo,3.0,30.0,True,-58.830714040211,-27.490992345721
172,Santa cruz  1732,Mediana,Par,Pata de Buey,Ninguno,10.0,4.0,True,-58.829820104963,-27.4920201127239
173,Santa cruz 1762,Mediana,Par,Pata de Buey,Ninguno,10.0,4.0,True,-58.829862720807,-27.4922777405929
174,Santa cruz 1771,Grande,Impar,Pata de Buey,Preensamblado,3.0,5.0,True,-58.8296342113789,-27.492632339004
175,Santa cruz 1776,Mediana,Impar,Pata de Buey,Ninguno,10.0,4.0,True,-58.830041517653,-27.492986349225
176,Santa cruz y bonastre,Mediana,Par,Pata de Buey,Ninguno,7.0,4.0,True,-58.8301870354619,-27.493237953386
178,La cruz 3123,Grande,Impar,Paraíso,Media Tensión (Con Protección),3.0,4.0,True,-58.809217111834,-27.504121020805
179,Los talguelches 3150,Chica,Impar,Paraíso,Preensamblado,4.0,4.0,True,-58.814048547319,-27.5015849556919
181,San martin 1327,Mediana,Impar,Pata de Buey,Preensamblado,10.0,3.0,True,-58.839222576796,-27.4712056854689
182,San martin 1330,Mediana,Par,Pata de Buey,Preensamblado,15.0,3.0,True,-58.8395975244729,-27.471164056153
183,Belgrano 902,Mediana,Par,Pata de Buey,Preensamblado,5.0,3.0,True,-58.839279478926,-27.470833153914
184,Av. Cartagena casi resoagli,Grande,Par,Paraíso,Ninguno,3.0,6.0,True,-58.8065513383659,-27.4932322144339
149,Pje. Barranquera 2825,Mediana,Impar,Pata de Buey,Preensamblado,3.0,3.0,True,-58.848152214301,-27.488300675226
151,Peatonal N°1,Chica,Impar,Pata de Buey,Media Tensión (Con Protección),3.0,2.0,True,-58.8372824158049,-27.486020484661
152,Pasaje N°1 BARRIO pio x,Chica,Par,Paraíso,Media Tensión (Con Protección),3.0,3.0,True,-58.837508894358,-27.4856599776289
153,Tacuari y guemes,Mediana,Par,Paraíso,Media Tensión (Sin Protección),7.0,4.0,True,-58.8064421294339,-27.4821287471739
155,Serrando y meza B pirayui,Mediana,Impar,Pata de Buey,Alta tensión (Con Protección),5.0,3.0,True,-58.78003234641,-27.5231836958359
156,Julio verne y rafael,Mediana,Par,Paraíso,Alta tensión (Con Protección),4.0,3.0,True,-58.783461059619,-27.5086355495759
158,Moreno 655,Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),3.0,3.0,True,-58.8426950201679,-27.472889910039
166,San lorenzo y quintana,Mediana,Impar,Pata de Buey,Media Tensión (Con Protección),4.0,3.0,True,-58.8312990597029,-27.463332506892
167,Quintana 1481,Chica,Impar,Pata de Buey,Alta tensión (Con Protección),5.0,3.0,True,-58.8315592576489,-27.4633426216929
185,Salta y bolivar,Mediana,Par,Pata de Buey,Alta tensión (Con Protección),4.0,5.0,True,-58.839410482243,-27.469246675314
186,Salta 1126,Mediana,Par,Pata de Buey,Ninguno,6.0,5.0,True,-58.839426274696,-27.4697849637239
187,Salta casi mariano moreno,Mediana,Par,Pata de Buey,Preensamblado,4.0,4.0,True,-58.839554247446,-27.471564850818
190,Pasaje gomez 3351,Chica,Impar,Pata de Buey,Ninguno,0.0,2.0,True,-58.8091490831589,-27.472438571853
192,Raul alfonsin  7480,Grande,Par,Ñangapirí,Media Tensión (Con Protección),5.0,3.0,True,-58.7553417537049,-27.483785934583
193,Rio miriñay,Mediana,Impar,Ñangapirí,Ninguno,6.0,3.0,True,-58.8121932064679,-27.5106836096489
194,Los atacamas 4800,Chica,Par,Ñangapirí,Preensamblado,10.0,4.0,True,-58.8096529184,-27.514596910034
197,Plaza de laguna brava,Plaza,Par,Jacarandá,Subterraneo,5.0,0.0,True,-58.718398156338,-27.493451404985
198,Parque mitre,Plaza,Par,Ibirá Pitá,Subterraneo,6.0,0.0,True,-58.827784539294,-27.461220628283
204,Av. Colon 869,Chica,Impar,Chivato,Alta tensión (Con Protección),6.0,4.0,True,-58.8435525083859,-27.488295563259
205,Hernandarias 2567,Chica,Impar,Ñangapirí,Media Tensión (Con Protección),6.0,4.0,True,-58.8453830465429,-27.49094162336
210,Heredia 4932,Mediana,Par,Pata de Buey,Preensamblado,20.0,3.0,True,-58.790720317074,-27.472057702602
211,Luis braile 4855,Mediana,Impar,Pata de Buey,Preensamblado,6.0,3.0,True,-58.792826070895,-27.4818931344739
215,Calle gascon,Mediana,Par,Paraíso,Media Tensión (Con Protección),4.0,4.0,True,-58.7960873808309,-27.485671504492
216,Calle gascon,Mediana,Par,Paraíso,Media Tensión (Con Protección),4.0,4.0,True,-58.7960873808309,-27.485671504492
217,Gascon 2025,Chica,Impar,Ñangapirí,Media Tensión (Con Protección),5.0,3.0,True,-58.7963805920189,-27.4860882298299
218,Inglaterra 3849,Mediana,Impar,Ñangapirí,Subterraneo,4.0,4.0,True,-58.805917340484,-27.499505793933
220,215 viv. Sec. 13 cs. 27 por calle gascon,Chica,Impar,Ñangapirí,Preensamblado,5.0,4.0,True,-58.797344978392,-27.4947208413499
226,San luis 809,Mediana,Impar,Ñangapirí,Ninguno,12.0,4.0,True,-58.8426601533239,-27.466167155785
227,9 de julio 0665,Mediana,Impar,Ñangapirí,Preensamblado,5.0,2.0,True,-58.841870407274,-27.465997074505
228,9 de julio 0673,Mediana,Impar,Ñangapirí,Preensamblado,10.0,2.0,True,-58.8417395178479,-27.4659979464519
229,Araos y acevedo,Mediana,Impar,Ñangapirí,Media Tensión (Con Protección),5.0,3.0,True,-58.792288560954,-27.482548382566
230,Araos 15 91,Mediana,Impar,Ñangapirí,Media Tensión (Con Protección),5.0,4.0,True,-58.792288560954,-27.482548382566
189,Ex via,Chica,Par,Pata de Buey,Media Tensión (Con Protección),5.0,3.0,True,-58.8344277224029,-27.476750852056
191,Baibiene 1911,Mediana,Impar,Pata de Buey,Alta tensión (Con Protección),17.0,4.0,True,-58.825744420959,-27.462895794562
195,Managua 3622,Mediana,Par,Ñangapirí,Media Tensión (Con Protección),30.0,2.0,True,-58.8096529184,-27.514596910034
196,Cabeza de vaca sector 4 casa 25 ( virgen de los dolores),Chica,Impar,Ñangapirí,Media Tensión (Con Protección),3.0,2.0,True,-58.8530446233179,-27.4890932582239
200,Av. Tacuari,Parterre Central,Par,Pata de Buey,Media Tensión (Con Protección),4.0,0.0,True,-58.807818575675,-27.487429099119
201,Panpin 58,Chica,Par,Ñangapirí,Preensamblado,3.0,2.0,True,-58.8217164928779,-27.458982850563
231,Araos 1591,Mediana,Impar,Ñangapirí,Media Tensión (Con Protección),5.0,4.0,True,-58.792288560954,-27.482548382566
232,Araos 1591,Mediana,Impar,Ñangapirí,Media Tensión (Con Protección),5.0,4.0,True,-58.792306926602,-27.482596459852
233,Araos 1591,Mediana,Impar,Ñangapirí,Media Tensión (Con Protección),5.0,4.0,True,-58.792315224862,-27.4826330735179
234,Ernesto meabe 7301,Chica,Impar,Ñangapirí,Preensamblado,5.0,3.0,True,-58.763931697235,-27.484432026606
235,Calle 558 ( 9450),Mediana,Par,Ñangapirí,Media Tensión (Con Protección),7.0,4.0,True,-58.738287383933,-27.489239152182
236,Calle 558 ( 9455),Chica,Impar,Paraíso,Media Tensión (Con Protección),10.0,3.0,True,-58.7382784438069,-27.4890896732039
237,Nelly y moresi,Chica,Impar,Ñangapirí,Alta tensión (Con Protección),5.0,4.0,True,-58.773735125666,-27.498997956763
32,Pedro de siervi 5561,Grande,Impar,Paraíso,Alta tensión (Con Protección),2.0,4.0,True,-58.80937233,-27.5272671421309
63,Turin 2919,Chica,Impar,Thevetia,Media Tensión (Con Protección),2.0,2.0,True,-58.7864174971379,-27.50937292715
108,Las margarita esq. Caá cati,Grande,Impar,Pata de Buey,Media Tensión (Con Protección),3.0,3.0,True,-58.7834066796759,-27.444230135367
148,Gral paz 2314,Mediana,Par,Pata de Buey,Media Tensión (Sin Protección),3.0,4.0,True,-58.8223443999739,-27.4801609467929
188,Esx via 1390,Chica,Par,Paraíso,Media Tensión (Con Protección),4.0,3.0,True,-58.834253229609,-27.476811365376
238,Gabriela mistral 4945,Chica,Impar,Paraíso,Alta tensión (Con Protección),4.0,3.0,True,-58.789244600076,-27.4695565991059
239,B 3 de abril 215 viv. S.B c.90,Chica,Par,Paraíso,Media Tensión (Sin Protección),6.0,4.0,True,-58.834511315256,-27.504699052846
240,B° 3 de abril 215 viv. S.b c. 90,Mediana,Par,Paraíso,Media Tensión (Con Protección),6.0,4.0,True,-58.8346415043959,-27.5046595107289
241,Ibera 2086,Grande,Par,Pata de Buey,Media Tensión (Con Protección),3.0,4.0,True,-58.827282240039,-27.4995045583589
243,Ibera 2086,Grande,Par,Pata de Buey,Media Tensión (Con Protección),3.0,4.0,True,-58.827250117407,-27.499333755169
244,Ibera 2080,Grande,Par,Paraíso,Media Tensión (Con Protección),4.0,9.0,True,-58.827404650641,-27.4992685063459
246,Av. El maestro,Mediana,Par,Pata de Buey,Media Tensión (Con Protección),30.0,8.0,True,-58.8265653616259,-27.4947989315849
247,Ibera 2080,Grande,Par,Paraíso,Media Tensión (Con Protección),4.0,6.0,True,-58.8274324883769,-27.4993289536269
248,Ibera2080,Grande,Par,Paraíso,Media Tensión (Con Protección),4.0,6.0,True,-58.827391140022,-27.499316015718
