gid,nombre_plaza,ordenanza,clasificacion,id_barrios,nombre_barrio,ubicacion,st_asgeojson
19,MANUEL ALDO SBINDEN,4303,PLAZOLETA,3,9 DE JULIO,S/N (061) B. 9 DE JULIO,"{""type"":""Polygon"",""coordinates"":[[[-58.8035840713409,-27.4926452104142],[-58.8030492944754,-27.4931473070236],[-58.803389272895,-27.4929989605364],[-58.8035712072925,-27.4933070645556],[-58.8037843829502,-27.4931750200815],[-58.8036392029765,-27.4928881080859],[-58.803703523218,-27.4928603949558],[-58.8035840713409,-27.4926452104142]]]}"
17,PARQUE HIPODROMO,S/D,PLAZA,39,HIPODROMO,DON JUSTINO SOLARI ENTRE FRANCISCO RIZZUTO Y PTE. DR. RAUL R. ALFONSIN,"{""type"":""Polygon"",""coordinates"":[[[-58.8032138203827,-27.4728148199989],[-58.802736673079,-27.4702142058448],[-58.8017760085372,-27.4704229932581],[-58.8020798095686,-27.4712094541183],[-58.8025793012873,-27.4725024836805],[-58.8031587419595,-27.4728229888577],[-58.8032138203827,-27.4728148199989]]]}"
18,Bº QUINTANA,S/D,PLAZOLETA,33,FRAY J DE LA QUINTANA,LORETO-PAUL GROUSSAC-AMARILLA HIPOLITO JORGE DANIEL,"{""type"":""Polygon"",""coordinates"":[[[-58.7899602862599,-27.5063153558333],[-58.7900073368645,-27.5066958846714],[-58.7903179590604,-27.5066411702406],[-58.7902709064259,-27.5062606378534],[-58.7899602862599,-27.5063153558333]]]}"
1092,S/N,,PLAZOLETA,300,SANTA CATALINA,,"{""type"":""Polygon"",""coordinates"":[[[-58.8134099015149,-27.5263237877424],[-58.8136170066535,-27.5256783956265],[-58.8132976817689,-27.5257260426279],[-58.8134099015149,-27.5263237877424]]]}"
44,S/N,S/D,ESPACIO VERDE,20,CIUDAD DE ESTEPA,PATAGONIA-JOSE MANUEL ESTRADA-COSQUIN-B.CIUDAD DE ESTEPA,"{""type"":""Polygon"",""coordinates"":[[[-58.8304585752666,-27.4929846738061],[-58.8305081806716,-27.4932184582947],[-58.8306565081285,-27.4931934305009],[-58.8306069024267,-27.4929596451526],[-58.8304585752666,-27.4929846738061]]]}"
52,ALMIRANTE BROWN,S/D,PLAZOLETA,27,DEPORTES,PLACIDO MARTINEZ-JUAN TORRES DE VERA Y ARAGON-ITALIA,"{""type"":""Polygon"",""coordinates"":[[[-58.8363950217677,-27.4619083114781],[-58.8364019143836,-27.4619114130268],[-58.8364122510706,-27.4619114993939],[-58.8364296249105,-27.4619104806912],[-58.8364626919136,-27.4619060119767],[-58.8367115410816,-27.4618826648855],[-58.8367214436487,-27.4618763015746],[-58.8367252038145,-27.4618718565749],[-58.8367265910441,-27.4618687794405],[-58.836727378956,-27.4618654287154],[-58.836727816561,-27.461861985536],[-58.8367272487251,-27.4618587130144],[-58.8367256075135,-27.461852521861],[-58.8367220407404,-27.4618481051867],[-58.8367173644116,-27.4618442164131],[-58.8363990981301,-27.4617399430488],[-58.8363926856845,-27.4617389046601],[-58.8363862572586,-27.4617393881165],[-58.8363798119122,-27.4617414829383],[-58.8363754674619,-27.4617442220113],[-58.8363710151352,-27.4617476764081],[-58.8363683682768,-27.4617512354188],[-58.8363674378113,-27.4617538239611],[-58.8363669012497,-27.4617571320201],[-58.8363667435513,-27.4617625919208],[-58.836382085448,-27.4618977285925],[-58.8363867401461,-27.4619036763443],[-58.8363950217677,-27.4619083114781]]]}"
1055,,,ESPACIO VERDE,9,ARAZATI,,"{""type"":""Polygon"",""coordinates"":[[[-58.8521903867547,-27.4749237095636],[-58.8513051863884,-27.4750290855805],[-58.8512776091752,-27.4750333149403],[-58.8512498854863,-27.475036697783],[-58.8512220479762,-27.475039230124],[-58.8511941294333,-27.4750409089806],[-58.8511661627417,-27.4750417323754],[-58.851138180842,-27.4750416993386],[-58.8511102166929,-27.4750408099091],[-58.851082303232,-27.4750390651346],[-58.8510544733373,-27.4750364670701],[-58.8510267597885,-27.4750330187759],[-58.8509991952279,-27.4750287243135],[-58.8509718121227,-27.4750235887411],[-58.8509446427259,-27.4750176181079],[-58.8509177190393,-27.4750108194462],[-58.8508910727749,-27.475003200764],[-58.850864735318,-27.474994771035],[-58.8508387376901,-27.4749855401881],[-58.8508131105126,-27.474975519096],[-58.8507878839704,-27.474964719562],[-58.8507630877765,-27.4749531543064],[-58.8507387511369,-27.4749408369514],[-58.8507149027165,-27.4749277820049],[-58.8506915706048,-27.4749140048438],[-58.8506687822835,-27.4748995216955],[-58.8506465645936,-27.474884349619],[-58.8506249437038,-27.4748685064847],[-58.8499248171581,-27.4742779177254],[-58.8499133163983,-27.4742691797965],[-58.8499014880218,-27.4742607970084],[-58.8498893458072,-27.4742527791262],[-58.8498769038987,-27.4742451354895],[-58.8498641767897,-27.4742378750023],[-58.8498511793057,-27.4742310061221],[-58.8498379265871,-27.4742245368504],[-58.8498244340719,-27.4742184747229],[-58.8498107174772,-27.4742128268014],[-58.8497967927809,-27.4742075996649],[-58.8497826762039,-27.4742027994024],[-58.84976838419,-27.4741984316056],[-58.8497539333877,-27.4741945013624],[-58.8497393406304,-27.4741910132511],[-58.8497246229168,-27.4741879713348],[-58.8497097973912,-27.474185379157],[-58.8496948813235,-27.4741832397372],[-58.849679892089,-27.4741815555676],[-58.8496648471482,-27.4741803286101],[-58.8496497640267,-27.4741795602939],[-58.8496346602942,-27.4741792515139],[-58.8496195535448,-27.4741794026298],[-58.8496044613759,-27.4741800134656],[-58.849589401368,-27.4741810833099],[-58.8495743910641,-27.4741826109162],[-58.8495594479492,-27.4741845945051],[-58.8488911139491,-27.4742628718403],[-58.8483725188378,-27.4743588238525],[-58.8495150305121,-27.4742322660097],[-58.8495292120408,-27.4742307455148],[-58.8495434441599,-27.4742296646071],[-58.8495577097464,-27.4742290245872],[-58.8495719916374,-27.4742288262249],[-58.8495862726499,-27.474229069759],[-58.8496005356022,-27.4742297548965],[-58.8496147633345,-27.4742308808131],[-58.8496289387291,-27.4742324461541],[-58.8496430447314,-27.4742344490364],[-58.8496570643701,-27.4742368870502],[-58.8496709807781,-27.4742397572622],[-58.8496847772123,-27.4742430562194],[-58.8496984370739,-27.4742467799527],[-58.8497119439287,-27.474250923982],[-58.8497252815261,-27.4742554833215],[-58.8497384338195,-27.4742604524859],[-58.8497513849852,-27.4742658254966],[-58.8497641194414,-27.4742715958894],[-58.8497766218669,-27.4742777567217],[-58.8497888772199,-27.4742843005814],[-58.8498008707557,-27.4742912195955],[-58.8498125880445,-27.4742985054395],[-58.8498240149892,-27.4743061493477],[-58.8506039586131,-27.4750254869244],[-58.8506150224781,-27.4750334728623],[-58.8506263824854,-27.4750411208982],[-58.8506380256685,-27.4750484223022],[-58.8506499387377,-27.4750553687404],[-58.8506621080951,-27.475061952284],[-58.8506745198503,-27.4750681654183],[-58.8506871598363,-27.4750740010515],[-58.8507000136254,-27.4750794525226],[-58.8507130665462,-27.4750845136091],[-58.8507263036996,-27.4750891785343],[-58.8507397099764,-27.4750934419735],[-58.8507532700744,-27.4750972990601],[-58.8507669685157,-27.4751007453917],[-58.8507807896646,-27.4751037770345],[-58.8507947177452,-27.4751063905281],[-58.8508087368596,-27.4751085828894],[-58.8508228310061,-27.475110351616],[-58.8508369840972,-27.4751116946889],[-58.8508511799782,-27.4751126105751],[-58.8508654024454,-27.4751130982293],[-58.850879635265,-27.4751131570948],[-58.8508938621913,-27.4751127871044],[-58.8509080669852,-27.4751119886804],[-58.850922233433,-27.4751107627341],[-58.8509363453647,-27.475109110665],[-58.8509503866726,-27.4751070343586],[-58.85219070648,-27.4749494100255],[-58.8521911947859,-27.4749490691135],[-58.8521916695645,-27.4749487133255],[-58.8521921302462,-27.4749483430882],[-58.8521925762786,-27.4749479588457],[-58.8521930071268,-27.4749475610588],[-58.852193422274,-27.4749471502044],[-58.8521938212225,-27.4749467267755],[-58.8521942034937,-27.4749462912797],[-58.8521945686292,-27.4749458442393],[-58.8521949161911,-27.4749453861905],[-58.8521952457626,-27.4749449176826],[-58.8521955569484,-27.4749444392775],[-58.8521958493754,-27.4749439515488],[-58.8521961226928,-27.4749434550816],[-58.8521963765728,-27.4749429504712],[-58.852196610711,-27.4749424383228],[-58.8521968248266,-27.4749419192506],[-58.8521970186628,-27.4749413938771],[-58.8521971919872,-27.4749408628324],[-58.8521973445918,-27.4749403267534],[-58.8521974762937,-27.4749397862829],[-58.8521975869348,-27.4749392420691],[-58.8521976763826,-27.4749386947647],[-58.8521977445298,-27.4749381450261],[-58.8521977912946,-27.4749375935126],[-58.8521978166209,-27.4749370408855],[-58.8521978204784,-27.4749364878076],[-58.8521978028624,-27.4749359349423],[-58.8521977637941,-27.4749353829525],[-58.8521977033203,-27.4749348325003],[-58.8521976215135,-27.4749342842457],[-58.8521975184719,-27.4749337388463],[-58.8521973943191,-27.4749331969563],[-58.8521972492038,-27.4749326592253],[-58.8521970833002,-27.4749321262985],[-58.8521968968073,-27.4749315988148],[-58.8521966899486,-27.4749310774068],[-58.8521964629723,-27.4749305627],[-58.8521962161506,-27.4749300553115],[-58.8521959497794,-27.4749295558498],[-58.8521956641782,-27.474929064914],[-58.8521953596896,-27.4749285830929],[-58.8521950366788,-27.4749281109642],[-58.852194695533,-27.4749276490941],[-58.8521943366614,-27.4749271980366],[-58.8521939604944,-27.4749267583327],[-58.8521935674832,-27.4749263305096],[-58.852193158099,-27.4749259150804],[-58.8521927328328,-27.4749255125433],[-58.8521922921947,-27.4749251233812],[-58.8521918367131,-27.4749247480607],[-58.8521913669342,-27.4749243870318],[-58.8521908834214,-27.4749240407277],[-58.8521903867547,-27.4749237095636],[-58.8521903867547,-27.4749237095636]]]}"
21,MERCOSUR,5930,PLAZA,1,17 DE AGOSTO,LAVALLE-MILAN-TRENTO,"{""type"":""Polygon"",""coordinates"":[[[-58.7822801658412,-27.4860881317069],[-58.782308460983,-27.4862605618207],[-58.7825125334767,-27.4862411505747],[-58.7840328650634,-27.4860426677253],[-58.7830429833232,-27.4846166117982],[-58.7828874539609,-27.4846914031065],[-58.7826650818493,-27.4848441561718],[-58.7824374955822,-27.4850185868735],[-58.7821225416483,-27.4853738188774],[-58.7819584000127,-27.4856459791001],[-58.7818757506211,-27.4858423813958],[-58.7818543665232,-27.4860822095993],[-58.7818769887569,-27.4863332928095],[-58.7821033612082,-27.4862990641737],[-58.7820778948676,-27.4861148302668],[-58.7822801658412,-27.4860881317069]]]}"
70,CARLOS CHRISTIERNSSON,S/D,PLAZOLETA,48,LA ROSADA,PLACIDO MARTINEZ-S/N-JUAN TORRES DE VERA Y ARAGON-PJE. MANUEL MANTILLA,"{""type"":""Polygon"",""coordinates"":[[[-58.8358116436338,-27.4619562498414],[-58.8357528857219,-27.4615719380926],[-58.8355241351033,-27.4614878491425],[-58.8355788072189,-27.461983776318],[-58.8358116436338,-27.4619562498414]]]}"
73,S/N,S/D,ESPACIO VERDE,59,NTRA SRA DE LA ASUNCION,RENACIMIENTO-PALERMO,"{""type"":""Polygon"",""coordinates"":[[[-58.7932212297346,-27.4966066892475],[-58.7929673235185,-27.4966591908782],[-58.7929832713523,-27.4969779126699],[-58.793354327297,-27.496925180903],[-58.7932212297346,-27.4966066892475]]]}"
20,LISANDRO DE LA TORRE,2014,PLAZA,48,LA ROSADA,9 DE JULIO-GDOR. JUAN PUJOL,"{""type"":""Polygon"",""coordinates"":[[[-58.8222296102269,-27.467374998801],[-58.822058050383,-27.4672794169755],[-58.8219112240824,-27.4671976147536],[-58.8218969012022,-27.4671918617477],[-58.8218816759442,-27.4671884146288],[-58.8218660109192,-27.4671873781359],[-58.8218503821,-27.467188783762],[-58.8218352643594,-27.4671925887981],[-58.8218211170414,-27.4671986776302],[-58.8218083700044,-27.4672068652526],[-58.8217982577632,-27.4672159915024],[-58.8216686433522,-27.4673289446028],[-58.8214116776527,-27.4675654685643],[-58.8214091862695,-27.467581577396],[-58.8214162151594,-27.4675975746064],[-58.821432793498,-27.467609909589],[-58.8214469241432,-27.4676168614396],[-58.821472112005,-27.4676179190686],[-58.8216179339138,-27.4675984923813],[-58.8217621788505,-27.4675818864008],[-58.8221588148634,-27.467540601506],[-58.8221974804075,-27.4675330855653],[-58.8222138352468,-27.4675273902556],[-58.8222288328703,-27.4675192482563],[-58.822242017582,-27.4675089069583],[-58.8222529887711,-27.4674966805774],[-58.8222614130837,-27.4674829406066],[-58.8222670345519,-27.4674681045282],[-58.8222696823714,-27.4674526231296],[-58.8222692760906,-27.4674369668053],[-58.8222658280555,-27.4674216112649],[-58.8222594430341,-27.4674070230785],[-58.822250315033,-27.4673936455003],[-58.8222387214025,-27.4673818850009],[-58.8222296102272,-27.4673749988011],[-58.8222296102269,-27.467374998801]]]}"
131,PABLO MARCIAL ROLDAN,S/D,PLAZOLETA,34,GALVAN,GUTNISKY-MONTES DE OCA,"{""type"":""Polygon"",""coordinates"":[[[-58.8520536049915,-27.4884330306048],[-58.8519244711612,-27.4880337544131],[-58.8519033501466,-27.4880066857552],[-58.8518820131917,-27.4880004368032],[-58.8518615679807,-27.4880020032633],[-58.8518459054078,-27.4880114172348],[-58.8518233617723,-27.4880277149331],[-58.8518163727297,-27.4880450085154],[-58.8517848620088,-27.4884568405214],[-58.8517875012294,-27.4884837567183],[-58.8517912211663,-27.488500271087],[-58.8518018491938,-27.4885072992666],[-58.8518193313189,-27.488510046182],[-58.8520286839851,-27.4884909517038],[-58.852048282512,-27.4884772323685],[-58.8520561633065,-27.4884677541894],[-58.8520536049915,-27.4884330306048]]]}"
23,GRAL. ANDRESITO GUACURARI,6206,ESPACIO VERDE,9,ARAZATI,AV.COSTANERA SUR JUAN PABLO II-DR. JORGE MANUEL ROMERO,"{""type"":""Polygon"",""coordinates"":[[[-58.8543740271449,-27.4813950679106],[-58.854405825422,-27.4813912708537],[-58.8544535644449,-27.4813767513825],[-58.8544826791168,-27.4813597844186],[-58.8545254221524,-27.4813308850033],[-58.854546325652,-27.4812995116497],[-58.8545562915866,-27.4812686218408],[-58.8545765579618,-27.4812366696868],[-58.8545832731039,-27.4812091944386],[-58.8545837062048,-27.4811673286919],[-58.8545821746006,-27.4811288880912],[-58.8545716998302,-27.4810846383773],[-58.8545534433827,-27.4810466337024],[-58.8545280779641,-27.4810120118383],[-58.8544865773588,-27.4809829927106],[-58.8544386226951,-27.4809562146647],[-58.8543982064548,-27.4809467052101],[-58.8543435188476,-27.4809491228818],[-58.8542971700678,-27.480958403586],[-58.8542604337629,-27.4809805140607],[-58.8542412021658,-27.4809936808115],[-58.8542013455641,-27.4810353106709],[-58.8541779260742,-27.4810851925157],[-58.8541617132747,-27.4811461193773],[-58.8541621251193,-27.4811780213782],[-58.8541645717312,-27.4812140870966],[-58.8541802248773,-27.4812550706683],[-58.8541922289652,-27.4812853689682],[-58.8542240381371,-27.4813330140774],[-58.8542677423537,-27.4813689116844],[-58.8542888983935,-27.4813777118782],[-58.8543207100428,-27.4813917832743],[-58.8543740271449,-27.4813950679106]]]}"
130,10 DE JUNIO - DIA DE LA SEGURIDAD,S/D,PLAZOLETA,13,BELGRANO,ARTIGAS-GDOR. DR. JOSE R. GOMEZ,"{""type"":""Polygon"",""coordinates"":[[[-58.8186387103094,-27.4719766275769],[-58.818575433089,-27.4716605704651],[-58.8185133001328,-27.4716638630795],[-58.8184585286482,-27.4716796326732],[-58.8184442762914,-27.4717242579596],[-58.8184527337911,-27.4718090977972],[-58.8184706699711,-27.4718723778899],[-58.8184958404294,-27.4719174153766],[-58.8185336114537,-27.4719695320726],[-58.81856235561,-27.4719832374064],[-58.8186387103094,-27.4719766275769]]]}"
148,SOFIA BRAVO,S/D,PLAZA,34,GALVAN,GARCILAZO DE LA VEGA-ELIAS ABAD-DR. JORGE MANUEL ROMERO-GDOR. DR. BLAS B. DE LA VEGA,"{""type"":""Polygon"",""coordinates"":[[[-58.8487592520087,-27.4834853063045],[-58.8484169368711,-27.4836933491212],[-58.8482828882687,-27.4838286725327],[-58.8483027402852,-27.4838747527842],[-58.8497286349116,-27.4835708068078],[-58.8496871136461,-27.4833798247854],[-58.8496402777013,-27.4832232446214],[-58.8496177408332,-27.4831927123311],[-58.8495189837218,-27.4830562129024],[-58.849476237911,-27.4830708388707],[-58.8493322379718,-27.48314165421],[-58.8487592520087,-27.4834853063045]]]}"
147,DR. MIGUEL ANTONIO MAJUL,2196,PLAZOLETA,109,JARDIN,LAS ROSAS-LAS MARGARITAS-B. COLLANTES,"{""type"":""Polygon"",""coordinates"":[[[-58.7787758503279,-27.4581038252136],[-58.7787883791699,-27.4580604088004],[-58.7787976387303,-27.4580168364744],[-58.7788036383149,-27.457973064465],[-58.7788062566812,-27.4579299773674],[-58.7788054964635,-27.4578875318979],[-58.778801373029,-27.457846585843],[-58.7787938822391,-27.4578070980694],[-58.7787831754795,-27.4577698665904],[-58.7787692419971,-27.457734854004],[-58.7787523633778,-27.4577027678835],[-58.7787325226671,-27.4576735759952],[-58.7787101208294,-27.4576478682808],[-58.7786851353603,-27.457625618914],[-58.7786580711936,-27.457607277534],[-58.7786289011399,-27.4575928257144],[-58.7785982146983,-27.4575825555129],[-58.7785659810394,-27.4575764566111],[-58.7785328515741,-27.4575746522618],[-58.7784987930179,-27.4575771406515],[-58.7784644936608,-27.4575838714915],[-58.7784299190429,-27.457594851543],[-58.7783957678833,-27.4576098589086],[-58.7783620058714,-27.4576289086644],[-58.778329315305,-27.4576516158315],[-58.7782976633414,-27.4576780032217],[-58.7782676896375,-27.4577075375692],[-58.7782393640813,-27.4577402485443],[-58.7782132591071,-27.4577754750877],[-58.778189348491,-27.4578132525879],[-58.7781681154468,-27.4578528175955],[-58.7781495386461,-27.4578942098575],[-58.7781339935123,-27.4579365928733],[-58.7781214644324,-27.4579800092205],[-58.7781122046116,-27.4580235814932],[-58.7781062047515,-27.4580673534635],[-58.7781035861081,-27.4581104405381],[-58.7781043460548,-27.4581528860013],[-58.7781084692377,-27.4581938320671],[-58.7781159598023,-27.4582333198683],[-58.778126666374,-27.4582705513903],[-58.7781405997111,-27.4583055640339],[-58.7781574782349,-27.4583376502231],[-58.7781773189024,-27.4583668421896],[-58.7781997207515,-27.4583925499878],[-58.7782247062862,-27.4584147994418],[-58.7782517705695,-27.458433140908],[-58.7782809407875,-27.4584475928105],[-58.7783116274331,-27.4584578630876],[-58.77834386133,-27.4584639620554],[-58.7783769910557,-27.4584657664581],[-58.7784110498874,-27.4584632781075],[-58.7784453495215,-27.4584565472905],[-58.7784799244105,-27.4584455672452],[-58.7785140758217,-27.4584305598687],[-58.7785478380589,-27.4584115100854],[-58.7785805288132,-27.4583888028751],[-58.778612180922,-27.4583624154278],[-58.7786421547215,-27.4583328810116],[-58.7786704803208,-27.4583001699583],[-58.7786965852836,-27.4582649433311],[-58.7787204958341,-27.4582271657438],[-58.7787417287618,-27.4581876006499],[-58.7787603053982,-27.4581462083049],[-58.7787758503279,-27.4581038252136]]]}"
24,PARQUE MITRE,S/D,PLAZA,4,ALDANA,PASEO DE LA PATRIA GRANDE,"{""type"":""Polygon"",""coordinates"":[[[-58.8275293303143,-27.4602488400475],[-58.8274842714401,-27.4602888382858],[-58.8274542399859,-27.4603345710291],[-58.8274461982097,-27.4603816105073],[-58.8275407233967,-27.4611922947032],[-58.827547033163,-27.4612297344758],[-58.8275650613772,-27.4612687683694],[-58.8276351663922,-27.461297772405],[-58.8277306377725,-27.4613060534069],[-58.8278659890958,-27.4613083142726],[-58.8280860600485,-27.4613051191535],[-58.828621859155,-27.4612894380958],[-58.8290469970685,-27.4612750677625],[-58.8291703491183,-27.4612626456689],[-58.8292712840353,-27.4612298462184],[-58.8293345727005,-27.4611900006424],[-58.8294355785859,-27.4611504720666],[-58.8296066109078,-27.4611474231414],[-58.8298405527125,-27.4611404162105],[-58.8300291864195,-27.4611375146583],[-58.8298975962521,-27.4607393626574],[-58.8298681567485,-27.4606695760967],[-58.8298761975277,-27.4606225364491],[-58.8299017211859,-27.4605868596919],[-58.8299726237176,-27.4605403481778],[-58.8300458748998,-27.4605095587596],[-58.8301116063119,-27.4604764629331],[-58.830171994815,-27.4604340153287],[-58.8302347364045,-27.4603529357758],[-58.8303109807752,-27.4602671692138],[-58.8305589767636,-27.4599692277219],[-58.8309683395799,-27.4594230202182],[-58.8309686180585,-27.4593966204256],[-58.8309446827474,-27.459370017382],[-58.8307601324935,-27.4592652598016],[-58.8307066279892,-27.4592360082762],[-58.8306770840413,-27.4592309598412],[-58.8306364364919,-27.4592358941724],[-58.8305947470235,-27.4592546113384],[-58.8301170670245,-27.4595779726136],[-58.8300630558317,-27.459596720449],[-58.830017445281,-27.4595843363252],[-58.8299152951127,-27.4595173853393],[-58.8298142247179,-27.4594061272762],[-58.8297341089803,-27.4593310375594],[-58.8297140054241,-27.4593040936927],[-58.8296933777976,-27.4592774669065],[-58.8296722323847,-27.4592511653113],[-58.8296505756264,-27.4592251969185],[-58.8296284141199,-27.4591995696383],[-58.8296057546158,-27.4591742912767],[-58.8295826040168,-27.4591493695334],[-58.8295589693747,-27.4591248119997],[-58.829534857889,-27.4591006261558],[-58.829516263319,-27.4590825408028],[-58.829479728793,-27.4590529226972],[-58.8294426203905,-27.4590238778776],[-58.829404949415,-27.4589954151908],[-58.8293667273412,-27.4589675433064],[-58.8293279658119,-27.4589402707139],[-58.8292886766339,-27.4589136057204],[-58.8292683900358,-27.4589002105791],[-58.8292417488556,-27.4588752487358],[-58.8292106533092,-27.4588547929107],[-58.8291760482176,-27.458839464641],[-58.8290821383891,-27.4587920970614],[-58.8290821029521,-27.4587920791871],[-58.8290371525051,-27.4587694064028],[-58.828989970686,-27.4587468411547],[-58.8289364448946,-27.4587222464412],[-58.828916455304,-27.4587112894197],[-58.8287938965737,-27.4586586541782],[-58.8286629538266,-27.4586258032136],[-58.8285379874689,-27.4586235654168],[-58.8283768729438,-27.458642977018],[-58.8282219846979,-27.45868705071],[-58.8281866970292,-27.4587111245351],[-58.828126523046,-27.4587648305713],[-58.8280777176835,-27.4588270418121],[-58.8280603374041,-27.4588582908548],[-58.828020867288,-27.4589565260787],[-58.8280011194114,-27.4590593829186],[-58.8280016938566,-27.4591637361315],[-58.8280152036,-27.4593085114847],[-58.8280603676909,-27.4595534314308],[-58.8280811000781,-27.4596141722847],[-58.8281018562054,-27.4596726701354],[-58.8282185598897,-27.459872474237],[-58.828235270713,-27.4599147037844],[-58.8282459123506,-27.4599900432544],[-58.8282508589731,-27.4600286298242],[-58.8282344350866,-27.4600955072318],[-58.8281948265323,-27.460155179563],[-58.828140303121,-27.4601984631849],[-58.8281005331478,-27.4602171206526],[-58.8275778523608,-27.4602380325404],[-58.8275293303143,-27.4602488400475]]]}"
107,PLAZA DEL CHAMAME,2012,PLAZA,51,LIBERTAD,HIPOLITO IRIGOYEN-PJE. TRANSITO COCOMAROLA-ARTIGAS,"{""type"":""Polygon"",""coordinates"":[[[-58.8189190295904,-27.4703342631219],[-58.8188600297581,-27.4698966618317],[-58.8188000376351,-27.4698801309728],[-58.8186740674453,-27.4700024595154],[-58.8186156024598,-27.4701142269733],[-58.8185908479239,-27.4702103667878],[-58.8185829751264,-27.4703253212842],[-58.8186389824087,-27.4703630535333],[-58.8189190295904,-27.4703342631219]]]}"
25,PARQUE CAMBA CUA,S/D,PLAZA,16,CAMBA CUA,CHACO-CARLOS PELLEGRINI-PASEO DE LOS MURALES-9 DE JULIO,"{""type"":""Polygon"",""coordinates"":[[[-58.8428396035815,-27.4649028850787],[-58.8429168655906,-27.465902769465],[-58.8429504905402,-27.4659182982742],[-58.8433439989313,-27.4658892639774],[-58.8436994224771,-27.4658552201923],[-58.8440272651976,-27.4658274433274],[-58.8440954743463,-27.4658247611502],[-58.8441197767597,-27.4658224363517],[-58.845306734407,-27.4657294180926],[-58.8453448087922,-27.4657354185031],[-58.8465043129502,-27.4656462305961],[-58.8464603790372,-27.4651200299997],[-58.8465048022477,-27.4650831423063],[-58.8465039181122,-27.4650200325492],[-58.8464886415945,-27.4649391253087],[-58.8464578467692,-27.464861813472],[-58.8464124693495,-27.4647904461112],[-58.8463538881245,-27.4647271916747],[-58.8462838830627,-27.4646739721017],[-58.8462045812283,-27.4646324044265],[-58.8461183921514,-27.464603751648],[-58.8460279346175,-27.4645888843554],[-58.8459359571008,-27.4645882542774],[-58.8454238580231,-27.4646342358426],[-58.845403302171,-27.4646362310068],[-58.8444685660969,-27.4647173573976],[-58.8441687657931,-27.4647433830131],[-58.8441116611495,-27.4647483230137],[-58.8441005234261,-27.4647493133619],[-58.8440449369476,-27.4647541757036],[-58.8438365637148,-27.4647723873598],[-58.8437919116952,-27.4647763478187],[-58.8437686238247,-27.4647784102896],[-58.843769610301,-27.4647905097313],[-58.8437570310697,-27.4647939243796],[-58.8436534593071,-27.4648022681533],[-58.8436536879622,-27.4648045064642],[-58.8434238116257,-27.464823460687],[-58.843102428399,-27.4648529140607],[-58.8428621476031,-27.464875190355],[-58.8428396035815,-27.4649028850787]]]}"
26,PROF. FERNANDO ECHANIZ,6204,PLAZA,17,CENTRO,BELGRANO-CATAMARCA,"{""type"":""Polygon"",""coordinates"":[[[-58.833877446418,-27.4722987586047],[-58.8338542158018,-27.4721039455678],[-58.8337042737815,-27.4721086581455],[-58.8336955598776,-27.4720465122828],[-58.8335883871591,-27.4720540965203],[-58.8336196882751,-27.4723209490561],[-58.833877446418,-27.4722987586047]]]}"
27,PARQUE LINEAL,S/D,PLAZA,86,SAN ROQUE,EX VIAS FFCC- GUAYQUIRARO- S/N (681)- ,"{""type"":""Polygon"",""coordinates"":[[[-58.800578583326,-27.5085337663906],[-58.8005057356328,-27.508401274171],[-58.7981249742675,-27.5094652358198],[-58.7982212864849,-27.5096202638837],[-58.800578583326,-27.5085337663906]]]}"
1063,PASEO DE LOS ARTESANOS,,PASEO,16,CAMBA CUA,,"{""type"":""Polygon"",""coordinates"":[[[-58.8479225357159,-27.4651592804349],[-58.8480007334791,-27.465109241783],[-58.8482381239244,-27.4650702910588],[-58.8481380084653,-27.4647841562803],[-58.8479692809815,-27.4647331533405],[-58.8478290733771,-27.4647298365107],[-58.8475924021752,-27.4647019961094],[-58.8473810752995,-27.4645622097548],[-58.8472083881149,-27.4644270566324],[-58.8470466904799,-27.4643976791214],[-58.8468891251091,-27.4644021026865],[-58.8473663321404,-27.4647743580914],[-58.8479225357159,-27.4651592804349]]]}"
45,S/N,S/D,ESPACIO VERDE,20,CIUDAD DE ESTEPA,PATAGONIA-JOSE MANUEL ESTRADA-COSQUIN-B.CIUDAD DE ESTEPA,"{""type"":""Polygon"",""coordinates"":[[[-58.8302372011787,-27.4920149819063],[-58.8302854130694,-27.4922422058178],[-58.8304536219047,-27.4922138218111],[-58.8304054096765,-27.4919865979467],[-58.8302372011787,-27.4920149819063]]]}"
49,S/N,S/D,ESPACIO DEPORTIVO,93,SERANTES,VICEGDOR.  BORGES SAA- LORETO,"{""type"":""Polygon"",""coordinates"":[[[-58.8036896900311,-27.5056291672986],[-58.8037236382821,-27.5059305978614],[-58.8039775459497,-27.5059095988664],[-58.8039528037978,-27.5056056070149],[-58.8036896900311,-27.5056291672986]]]}"
